dt_id,zone,lat,long,hour,mw_pred,capacity,risk_level,overload_prob
DT-452,Koramangala,12.974454,77.644986,21,0.18964697396599628,0.26739999999999997,Amber,0.0
DT-452,Koramangala,12.974454,77.644986,1,0.06878713364930679,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,4,0.06824637335033579,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,23,0.050314383899776466,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,0,0.06912385955410986,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,11,0.05577878812474993,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,16,0.11351323643581708,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,2,0.06851699794309501,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,15,0.07457573803919307,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,22,0.07587642234415755,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,3,0.06851113360074805,0.26739999999999997,Green,0.0
DT-452,Koramangala,12.974454,77.644986,6,0.08942005995564604,0.26739999999999997,Green,0.0
DT-454,Koramangala,12.933728,77.68154,8,0.125954243772059,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,13,0.05104294628980744,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,19,0.2569989414332208,0.343,Amber,0.0
DT-454,Koramangala,12.933728,77.68154,3,0.06811665942485624,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,6,0.0895498054632709,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,5,0.050463258112462446,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,9,0.09554713846301419,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,14,0.057891119342924464,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,17,0.1759649815682783,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,2,0.06838366338568852,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,7,0.11370496481778483,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,4,0.06795536005930362,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,23,0.05039936056260397,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,12,0.05078993376902774,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,20,0.24448466638358182,0.343,Amber,0.0
DT-454,Koramangala,12.933728,77.68154,15,0.07822348789448896,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,22,0.07581865450903129,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,0,0.06837116647916092,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,11,0.05522508778749017,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,16,0.11246613125366686,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,10,0.07041396540316143,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,18,0.2326807678695752,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,1,0.06835352522537473,0.343,Green,0.0
DT-454,Koramangala,12.933728,77.68154,21,0.18664466235061886,0.343,Green,0.0
DT-455,Koramangala,12.937385,77.703224,2,0.06001730038330091,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,4,0.058322594276031814,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,23,0.04923939251617373,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,15,0.07652744291427324,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,22,0.07526743196403307,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,8,0.11953426879896402,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,13,0.051939722852292036,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,19,0.2624758073863378,0.18830000000000002,Red,87.0
DT-455,Koramangala,12.937385,77.703224,10,0.07197580598587693,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,18,0.23408916182208597,0.18830000000000002,Red,84.0
DT-455,Koramangala,12.937385,77.703224,0,0.059909455288982984,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,11,0.056260513134590434,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,16,0.11408072477467027,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,1,0.058700626985951056,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,3,0.05856828134127444,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,6,0.0945967040338819,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,12,0.05162530983656767,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,20,0.25591934446737563,0.18830000000000002,Red,87.0
DT-455,Koramangala,12.937385,77.703224,7,0.11547266688586229,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,5,0.049898719086489636,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,9,0.0966880151679881,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,14,0.05790345494330296,0.18830000000000002,Green,0.0
DT-455,Koramangala,12.937385,77.703224,17,0.17575773272822656,0.18830000000000002,Red,0.0
DT-455,Koramangala,12.937385,77.703224,21,0.19169542464357972,0.18830000000000002,Red,52.0
DT-456,Koramangala,12.975782,77.736162,12,0.049054981287864584,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,20,0.23798101151262996,0.29560000000000003,Amber,0.0
DT-456,Koramangala,12.975782,77.736162,7,0.11090722249243044,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,18,0.23021511937281874,0.29560000000000003,Amber,0.0
DT-456,Koramangala,12.975782,77.736162,0,0.08693386570405787,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,11,0.05396319488891237,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,16,0.11182828144067032,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,3,0.08580842654514957,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,6,0.08627904669831145,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,21,0.1853344377843949,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,8,0.11512051628566082,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,13,0.049531093432994916,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,19,0.2539503867924849,0.29560000000000003,Amber,0.0
DT-456,Koramangala,12.975782,77.736162,5,0.05416514101703257,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,9,0.09514769692966264,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,14,0.05587776151490434,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,17,0.17024713660092158,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,10,0.06898229031314723,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,2,0.08608974459859922,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,15,0.07207037216001283,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,22,0.07365229405027562,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,1,0.08832665091691959,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,4,0.08513615809684924,0.29560000000000003,Green,0.0
DT-456,Koramangala,12.975782,77.736162,23,0.049928204813470614,0.29560000000000003,Green,0.0
DT-457,Koramangala,12.958004,77.757429,8,0.11665555947918348,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,13,0.051862873255315314,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,19,0.2619148139220709,0.30760000000000004,Amber,0.0
DT-457,Koramangala,12.958004,77.757429,3,0.05887558225310092,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,6,0.09002380299585418,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,15,0.07343682469901,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,22,0.07353030575883042,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,5,0.05045956959100482,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,9,0.09935581596232343,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,14,0.05834429039394144,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,17,0.16475912730200803,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,2,0.059283230610637845,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,7,0.11404402997594844,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,4,0.05872623988158462,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,23,0.05142042294931321,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,12,0.05159127482342163,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,20,0.2378100173362914,0.30760000000000004,Amber,0.0
DT-457,Koramangala,12.958004,77.757429,0,0.06010883232853705,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,11,0.055499225880482235,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,16,0.11338775366557409,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,10,0.07129611258533218,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,18,0.22691181634880123,0.30760000000000004,Amber,0.0
DT-457,Koramangala,12.958004,77.757429,1,0.0587278103608062,0.30760000000000004,Green,0.0
DT-457,Koramangala,12.958004,77.757429,21,0.19048972346737117,0.30760000000000004,Green,0.0
DT-458,Koramangala,12.96822,77.763731,12,0.051564715622225914,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,20,0.25278018129040813,0.24309999999999998,Red,56.99999999999999
DT-458,Koramangala,12.96822,77.763731,7,0.11581187567122606,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,10,0.07335809999399771,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,18,0.2388087951309731,0.24309999999999998,Red,0.0
DT-458,Koramangala,12.96822,77.763731,0,0.050441273131275215,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,11,0.05641575348522435,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,16,0.11671022077078494,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,3,0.05017905515751277,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,6,0.09204523338159833,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,21,0.19225173422397723,0.24309999999999998,Amber,0.0
DT-458,Koramangala,12.96822,77.763731,8,0.12065118773684036,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,13,0.05182073692686124,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,19,0.2653543797675919,0.24309999999999998,Red,65.0
DT-458,Koramangala,12.96822,77.763731,5,0.050386084891797,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,9,0.09938412374713393,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,14,0.05818316292852199,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,17,0.17653961899018955,0.24309999999999998,Amber,0.0
DT-458,Koramangala,12.96822,77.763731,2,0.05026935031440966,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,15,0.07649266804129456,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,22,0.07768962407119477,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,1,0.05021671538924062,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,4,0.05029600254343415,0.24309999999999998,Green,0.0
DT-458,Koramangala,12.96822,77.763731,23,0.049875162978884134,0.24309999999999998,Green,0.0
DT-459,Koramangala,12.973554,77.790787,3,0.06777591981199789,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,6,0.08864688944138677,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,8,0.11722067369727357,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,13,0.050698720103317226,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,19,0.25681247382436806,0.25980000000000003,Red,0.0
DT-459,Koramangala,12.973554,77.790787,2,0.06767540794860755,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,15,0.07450514286785631,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,22,0.07512765072786928,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,12,0.05045181363613068,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,20,0.24634731395476173,0.25980000000000003,Red,0.0
DT-459,Koramangala,12.973554,77.790787,1,0.06742814327934535,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,7,0.11419987089174989,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,10,0.0701501540915002,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,18,0.2312499719196677,0.25980000000000003,Amber,0.0
DT-459,Koramangala,12.973554,77.790787,0,0.0679865500183811,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,11,0.05515641282062102,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,16,0.11321388071832404,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,4,0.0674432435844473,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,23,0.05049018495685512,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,21,0.18814425376672697,0.25980000000000003,Amber,0.0
DT-459,Koramangala,12.973554,77.790787,5,0.05014820904812747,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,9,0.10177196194431606,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,14,0.057724810773697524,0.25980000000000003,Green,0.0
DT-459,Koramangala,12.973554,77.790787,17,0.1735295355979653,0.25980000000000003,Green,0.0
DT-460,Whitefield,13.028446,77.417922,2,0.06693799083728019,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,4,0.0668016916259985,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,23,0.0485530878413755,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,15,0.07342805154089603,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,22,0.07466614675966077,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,3,0.06700865281371457,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,6,0.08844461590882921,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,8,0.11748061721651534,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,13,0.05059841125627194,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,19,0.2573200400514822,0.179,Red,89.0
DT-460,Whitefield,13.028446,77.417922,10,0.07070228987236678,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,18,0.2297905936662701,0.179,Red,85.0
DT-460,Whitefield,13.028446,77.417922,0,0.06756194387010604,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,11,0.055081341933976236,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,16,0.11134209812011958,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,1,0.06695988622956663,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,12,0.050198390981860075,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,20,0.2480478077091332,0.179,Red,88.0
DT-460,Whitefield,13.028446,77.417922,7,0.11138806187964362,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,5,0.0492643691080352,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,9,0.10136910120101866,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,14,0.05673864141521707,0.179,Green,0.0
DT-460,Whitefield,13.028446,77.417922,17,0.17468767270704993,0.179,Red,0.0
DT-460,Whitefield,13.028446,77.417922,21,0.18604504905994743,0.179,Red,56.00000000000001
DT-461,Whitefield,12.99908,77.422201,21,0.18680000639793098,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,0,0.06688225451665211,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,11,0.05546908127767815,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,16,0.10995310467680466,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,5,0.05007460475517679,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,9,0.09530124038825646,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,14,0.0574622288642667,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,17,0.15502332765765844,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,15,0.0759684308796416,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,22,0.07782892212664208,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,1,0.06771051410525404,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,12,0.050511495512057365,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,20,0.24695443184904733,0.3353,Amber,0.0
DT-461,Whitefield,12.99908,77.422201,4,0.06807805019544634,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,23,0.050022409196078775,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,10,0.06971536047662394,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,18,0.23004706615291712,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,7,0.1131035090456477,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,3,0.06734190061772209,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,6,0.08968806563650053,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,8,0.11474354012205835,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,13,0.05288797240114077,0.3353,Green,0.0
DT-461,Whitefield,12.99908,77.422201,19,0.25842276883417664,0.3353,Amber,0.0
DT-461,Whitefield,12.99908,77.422201,2,0.06757698461480656,0.3353,Green,0.0
DT-462,Whitefield,12.993676,77.448542,1,0.07673916034323502,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,15,0.07503812188588709,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,22,0.0757031007579556,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,4,0.07703913288670347,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,23,0.05054568044613971,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,0,0.08584758271893579,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,11,0.05547626484796309,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,16,0.11226846307697823,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,21,0.18682905817200232,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,3,0.0760204628469627,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,6,0.08781416681253441,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,2,0.07718164787864178,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,5,0.052082797711129274,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,9,0.1014887178075034,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,14,0.056361724368731096,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,17,0.16569152561644765,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,8,0.1171641516469342,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,13,0.05020538217490344,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,19,0.25872747025116016,0.3252,Amber,0.0
DT-462,Whitefield,12.993676,77.448542,12,0.049497985378156986,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,20,0.25021876745779714,0.3252,Amber,0.0
DT-462,Whitefield,12.993676,77.448542,7,0.11356551636629124,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,10,0.07072349119511775,0.3252,Green,0.0
DT-462,Whitefield,12.993676,77.448542,18,0.2377374520462595,0.3252,Amber,0.0
DT-463,Whitefield,13.029081,77.477215,0,0.06841191094883046,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,11,0.055048828198590916,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,16,0.11213170103153909,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,21,0.1829543843180338,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,10,0.06947025713449785,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,18,0.2263147717393245,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,7,0.11297774356541292,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,1,0.06780547809236012,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,12,0.04970283657345827,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,20,0.23827164413131963,0.32989999999999997,Amber,0.0
DT-463,Whitefield,13.029081,77.477215,15,0.07661424215054337,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,22,0.07421942187489633,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,2,0.06779435117208664,0.32989999999999997,Green,0.0
DT-463,Whitefield,13.029081,77.477215,8,0.11402567635616362,0.32989999999999997,Green,0.0
