meter_id,dt_id,zone,score,risk_level,is_fraud_groundtruth
M02964,DT-459,Koramangala,0.4541231942765466,Low,0
M02967,DT-459,Koramangala,0.4847890375680282,Low,0
M02963,DT-459,Koramangala,0.49692864734823605,Low,0
M02973,DT-459,Koramangala,0.47523782643496293,Low,0
M02986,DT-459,Koramangala,0.4698717346023795,Low,0
M02996,DT-459,Koramangala,0.4576933890617901,Low,0
M02993,DT-459,Koramangala,0.42896138853171006,Low,0
M02984,DT-459,Koramangala,0.4160194438619023,Low,0
M02982,DT-459,Koramangala,0.513335685709961,Low,0
M02971,DT-459,Koramangala,0.431796077222217,Low,0
M02952,DT-459,Koramangala,0.41133561807973434,Low,0
M02994,DT-459,Koramangala,0.41576602368149246,Low,0
M02980,DT-459,Koramangala,0.5282746438669688,Low,0
M02979,DT-459,Koramangala,0.49258296211251495,Low,0
M02978,DT-459,Koramangala,0.472208429334232,Low,0
M02976,DT-459,Koramangala,0.49735178761705584,Low,0
M02974,DT-459,Koramangala,0.3937942045402827,Low,0
M02969,DT-459,Koramangala,0.45935621900935725,Low,0
M02972,DT-459,Koramangala,0.40343093737839963,Low,0
M02960,DT-459,Koramangala,0.45700946498266964,Low,0
M02965,DT-459,Koramangala,0.4575221783718519,Low,0
M02953,DT-459,Koramangala,0.44310919906381224,Low,0
M02987,DT-459,Koramangala,0.4808213934424485,Low,0
M02951,DT-459,Koramangala,0.3912352512379836,Low,0
M02983,DT-459,Koramangala,0.40897600070447543,Low,0
M02959,DT-459,Koramangala,0.4775650430992099,Low,0
M02956,DT-459,Koramangala,0.3913544703167041,Low,0
M02997,DT-459,Koramangala,0.4513780719488792,Low,0
M02989,DT-459,Koramangala,0.4203789955917463,Low,0
M02958,DT-459,Koramangala,0.4431405109088423,Low,0
M02992,DT-459,Koramangala,0.39896130420086684,Low,0
M02950,DT-459,Koramangala,0.4172076975142763,Low,0
H82865,DT-457,Koramangala,0.730401889054052,High,1
M02881,DT-457,Koramangala,0.41001911779636496,Low,0
M02896,DT-457,Koramangala,0.5020992992974052,Low,0
M02860,DT-457,Koramangala,0.40207151222987064,Low,0
M02880,DT-457,Koramangala,0.4088296190439455,Low,0
M02858,DT-457,Koramangala,0.4152826696956952,Low,0
M02882,DT-457,Koramangala,0.4109718873186989,Low,0
M02893,DT-457,Koramangala,0.47902532939169173,Low,0
M02884,DT-457,Koramangala,0.4310877859935907,Low,0
M02853,DT-457,Koramangala,0.4431720835296918,Low,0
M02864,DT-457,Koramangala,0.42009222945869756,Low,0
M02852,DT-457,Koramangala,0.485763642166774,Low,0
M02885,DT-457,Koramangala,0.3978993594837058,Low,0
M02891,DT-457,Koramangala,0.5234050346061074,Low,0
M02868,DT-457,Koramangala,0.413449056009309,Low,0
M02851,DT-457,Koramangala,0.44909635671747844,Low,0
M02873,DT-457,Koramangala,0.5016641006929358,Low,0
M02890,DT-457,Koramangala,0.4792042516008516,Low,0
M02855,DT-457,Koramangala,0.4050192232404656,Low,0
M02870,DT-457,Koramangala,0.42322867716112,Low,0
M02861,DT-457,Koramangala,0.39519850108470717,Low,0
M02862,DT-457,Koramangala,0.41712172426381255,Low,0
M02874,DT-457,Koramangala,0.43806265338129685,Low,0
M02878,DT-457,Koramangala,0.41637296157777637,Low,0
M02889,DT-457,Koramangala,0.5007295982361523,Low,0
M02856,DT-457,Koramangala,0.43774629389054737,Low,0
M02863,DT-457,Koramangala,0.4009322367717303,Low,0
M02888,DT-457,Koramangala,0.43944035702763756,Low,0
M02857,DT-457,Koramangala,0.4548240619230611,Low,0
M02894,DT-457,Koramangala,0.46610127011824337,Low,0
M02866,DT-457,Koramangala,0.3929321028939402,Low,0
M02899,DT-457,Koramangala,0.40278129896343146,Low,0
M02892,DT-457,Koramangala,0.3933898351647751,Low,0
M02895,DT-457,Koramangala,0.47541599805606255,Low,0
M02875,DT-457,Koramangala,0.42088394055199463,Low,0
M02879,DT-457,Koramangala,0.434790470447039,Low,0
M02859,DT-457,Koramangala,0.4448539751840874,Low,0
M02886,DT-457,Koramangala,0.39945413214455433,Low,0
M02887,DT-457,Koramangala,0.38638350416543504,Low,0
M02897,DT-457,Koramangala,0.42360839631852104,Low,0
M02850,DT-457,Koramangala,0.5140109976475105,Low,0
M02854,DT-457,Koramangala,0.42229854540360373,Low,0
M02883,DT-457,Koramangala,0.512456386978872,Low,0
M02876,DT-457,Koramangala,0.4576002903632663,Low,0
M02872,DT-457,Koramangala,0.5122258977783383,Low,0
M02871,DT-457,Koramangala,0.42632102908409,Low,0
M02867,DT-457,Koramangala,0.44004920033050543,Low,0
M02877,DT-457,Koramangala,0.48674662999580903,Low,0
M02869,DT-457,Koramangala,0.4005044685283006,Low,0
M02898,DT-457,Koramangala,0.42916589536933175,Low,0
M02131,DT-442,Koramangala,0.3982494736476138,Low,0
M02147,DT-442,Koramangala,0.4538140818480222,Low,0
M02100,DT-442,Koramangala,0.41093388792052504,Low,0
M02118,DT-442,Koramangala,0.4280960362138715,Low,0
M02138,DT-442,Koramangala,0.44515783594652314,Low,0
M02106,DT-442,Koramangala,0.48076059101259777,Low,0
M02122,DT-442,Koramangala,0.4498361976125349,Low,0
M02127,DT-442,Koramangala,0.4519329239027738,Low,0
M02113,DT-442,Koramangala,0.4281180835129916,Low,0
M02105,DT-442,Koramangala,0.40560951760076,Low,0
M02101,DT-442,Koramangala,0.4491663119493584,Low,0
M02129,DT-442,Koramangala,0.4350866599335414,Low,0
M02142,DT-442,Koramangala,0.4241187089931831,Low,0
M02125,DT-442,Koramangala,0.4476012660628575,Low,0
M02107,DT-442,Koramangala,0.4388738221334735,Low,0
M02104,DT-442,Koramangala,0.40673867703178596,Low,0
M02140,DT-442,Koramangala,0.45459062326809435,Low,0
M02103,DT-442,Koramangala,0.39285162737662316,Low,0
M02109,DT-442,Koramangala,0.39152230857035386,Low,0
M02112,DT-442,Koramangala,0.4232067410769792,Low,0
M02111,DT-442,Koramangala,0.47555125494847383,Low,0
M02145,DT-442,Koramangala,0.391111147116168,Low,0
M02110,DT-442,Koramangala,0.40971968362567346,Low,0
M02143,DT-442,Koramangala,0.42086365438217477,Low,0
M02119,DT-442,Koramangala,0.4831978378753937,Low,0
M02123,DT-442,Koramangala,0.5218835183029173,Low,0
M02121,DT-442,Koramangala,0.39022302865982766,Low,0
M02137,DT-442,Koramangala,0.3934828745008492,Low,0
M02120,DT-442,Koramangala,0.4093247839710882,Low,0
M02116,DT-442,Koramangala,0.46203375619449655,Low,0
M02108,DT-442,Koramangala,0.44588273442845555,Low,0
M02124,DT-442,Koramangala,0.4451558229148314,Low,0
M02126,DT-442,Koramangala,0.3834656681334124,Low,0
M02136,DT-442,Koramangala,0.3997061237381129,Low,0
M02130,DT-442,Koramangala,0.40815830156509475,Low,0
M02139,DT-442,Koramangala,0.4273030999232769,Low,0
M02141,DT-442,Koramangala,0.44915636262679676,Low,0
M02144,DT-442,Koramangala,0.4157595479015021,Low,0
M02128,DT-442,Koramangala,0.48226648677603035,Low,0
M02148,DT-442,Koramangala,0.5193540594810225,Low,0
M02132,DT-442,Koramangala,0.40308638471943636,Low,0
M02133,DT-442,Koramangala,0.4287314472090442,Low,0
M02134,DT-442,Koramangala,0.40503768981868227,Low,0
M02115,DT-442,Koramangala,0.7286832175668533,High,0
M02117,DT-442,Koramangala,0.4388376109086631,Low,0
M02135,DT-442,Koramangala,0.429711973388851,Low,0
M02146,DT-442,Koramangala,0.4136881438499317,Low,0
M02149,DT-442,Koramangala,0.42596864805092444,Low,0
M02114,DT-442,Koramangala,0.5474004206813828,Medium,0
M02102,DT-442,Koramangala,0.4192190867972686,Low,0
H82450,DT-449,Koramangala,0.6788173998652953,Medium,1
H82484,DT-449,Koramangala,0.7477350412335584,High,1
M02451,DT-449,Koramangala,0.4236478207385885,Low,0
M02474,DT-449,Koramangala,0.39857023548406917,Low,0
M02470,DT-449,Koramangala,0.49497463420623844,Low,0
M02467,DT-449,Koramangala,0.46135494616184175,Low,0
M02453,DT-449,Koramangala,0.42360862024310375,Low,0
M02457,DT-449,Koramangala,0.4321420893377713,Low,0
M02471,DT-449,Koramangala,0.43851073459783957,Low,0
M02472,DT-449,Koramangala,0.4072959953719935,Low,0
M02478,DT-449,Koramangala,0.4775685706211927,Low,0
M02487,DT-449,Koramangala,0.48986584365410596,Low,0
M02461,DT-449,Koramangala,0.42407543376141027,Low,0
M02495,DT-449,Koramangala,0.4482481065497714,Low,0
M02481,DT-449,Koramangala,0.3955402401859727,Low,0
M02469,DT-449,Koramangala,0.39043693086432274,Low,0
M02477,DT-449,Koramangala,0.4200568119920131,Low,0
M02494,DT-449,Koramangala,0.4491799941551474,Low,0
M02476,DT-449,Koramangala,0.43177457835305944,Low,0
M02479,DT-449,Koramangala,0.40838449415857697,Low,0
M02468,DT-449,Koramangala,0.40630317862630366,Low,0
M02459,DT-449,Koramangala,0.39707565849006105,Low,0
M02454,DT-449,Koramangala,0.40362328212109333,Low,0
M02452,DT-449,Koramangala,0.42562662966084364,Low,0
M02456,DT-449,Koramangala,0.40308730879015103,Low,0
M02490,DT-449,Koramangala,0.4253385502909658,Low,0
M02458,DT-449,Koramangala,0.432882845883491,Low,0
M02466,DT-449,Koramangala,0.4604829473063216,Low,0
M02455,DT-449,Koramangala,0.41069210131189304,Low,0
M02463,DT-449,Koramangala,0.4319119920778159,Low,0
M02465,DT-449,Koramangala,0.45293992973204455,Low,0
M02460,DT-449,Koramangala,0.40199921220487367,Low,0
M02499,DT-449,Koramangala,0.5152095667449975,Low,0
M02486,DT-449,Koramangala,0.45825550801408005,Low,0
M02493,DT-449,Koramangala,0.45941418963980113,Low,0
M02497,DT-449,Koramangala,0.4072331189702522,Low,0
M02498,DT-449,Koramangala,0.4058243653458311,Low,0
M02496,DT-449,Koramangala,0.38698488226196837,Low,0
M02482,DT-449,Koramangala,0.38454592604536136,Low,0
M02475,DT-449,Koramangala,0.4402470080269871,Low,0
M02489,DT-449,Koramangala,0.4120740063453464,Low,0
M02483,DT-449,Koramangala,0.4089040451236681,Low,0
M02473,DT-449,Koramangala,0.41717518911017365,Low,0
M02480,DT-449,Koramangala,0.46495564580125015,Low,0
M02485,DT-449,Koramangala,0.4776145893577095,Low,0
M02488,DT-449,Koramangala,0.4328874445665763,Low,0
M02491,DT-449,Koramangala,0.40521706554051184,Low,0
M02492,DT-449,Koramangala,0.40760481839405704,Low,0
M02464,DT-449,Koramangala,0.4351897859176269,Low,0
M02462,DT-449,Koramangala,0.39973213611343344,Low,0
H82384,DT-447,Koramangala,0.6659635967899658,Medium,1
H82379,DT-447,Koramangala,0.6910546928330318,Medium,1
M02387,DT-447,Koramangala,0.41413631195591627,Low,0
M02365,DT-447,Koramangala,0.4763030469640331,Low,0
M02351,DT-447,Koramangala,0.42533427526147405,Low,0
M02388,DT-447,Koramangala,0.44227051744984947,Low,0
M02398,DT-447,Koramangala,0.41983405968072585,Low,0
M02381,DT-447,Koramangala,0.43400164329427426,Low,0
M02397,DT-447,Koramangala,0.3972043468738889,Low,0
M02376,DT-447,Koramangala,0.43091514318370655,Low,0
M02369,DT-447,Koramangala,0.479024507311266,Low,0
M02357,DT-447,Koramangala,0.41461197733061306,Low,0
M02356,DT-447,Koramangala,0.5303769280687277,Low,0
M02386,DT-447,Koramangala,0.40477851121882424,Low,0
M02377,DT-447,Koramangala,0.49101800546862084,Low,0
M02364,DT-447,Koramangala,0.4271401155050882,Low,0
M02355,DT-447,Koramangala,0.3973496451981666,Low,0
M02394,DT-447,Koramangala,0.46734828786015137,Low,0
M02360,DT-447,Koramangala,0.4442844511751648,Low,0
M02361,DT-447,Koramangala,0.48116592447286016,Low,0
M02368,DT-447,Koramangala,0.4057032478660694,Low,0
M02378,DT-447,Koramangala,0.42449544496027747,Low,0
M02375,DT-447,Koramangala,0.3930589622050491,Low,0
M02393,DT-447,Koramangala,0.41061196151507673,Low,0
M02380,DT-447,Koramangala,0.5196640153320953,Low,0
M02353,DT-447,Koramangala,0.38875492781805704,Low,0
M02392,DT-447,Koramangala,0.40264086987337677,Low,0
M02391,DT-447,Koramangala,0.48155307079297305,Low,0
M02352,DT-447,Koramangala,0.46353225502252526,Low,0
M02373,DT-447,Koramangala,0.3986701061864854,Low,0
M02363,DT-447,Koramangala,0.39741452149996326,Low,0
M02372,DT-447,Koramangala,0.4313024989784647,Low,0
M02370,DT-447,Koramangala,0.4626804038067494,Low,0
M02362,DT-447,Koramangala,0.406898075120217,Low,0
M02366,DT-447,Koramangala,0.4606214795078262,Low,0
M02374,DT-447,Koramangala,0.446421069380543,Low,0
M02385,DT-447,Koramangala,0.42591366031389083,Low,0
M02396,DT-447,Koramangala,0.4327561184851495,Low,0
M02382,DT-447,Koramangala,0.4436823942131351,Low,0
M02367,DT-447,Koramangala,0.39174619313378606,Low,0
M02350,DT-447,Koramangala,0.43466298554252997,Low,0
M02395,DT-447,Koramangala,0.45223781653298595,Low,0
M02358,DT-447,Koramangala,0.4643806610918632,Low,0
M02359,DT-447,Koramangala,0.4375840662549076,Low,0
M02371,DT-447,Koramangala,0.4343264636789945,Low,0
M02390,DT-447,Koramangala,0.4866329356304118,Low,0
M02389,DT-447,Koramangala,0.49679026289447664,Low,0
M02383,DT-447,Koramangala,0.4007813990248292,Low,0
M02354,DT-447,Koramangala,0.5181050730660436,Low,0
M02399,DT-447,Koramangala,0.399703441404031,Low,0
H82778,DT-455,Koramangala,0.7354281536677371,High,1
M02797,DT-455,Koramangala,0.4596422411719858,Low,0
M02780,DT-455,Koramangala,0.4313287819224573,Low,0
M02779,DT-455,Koramangala,0.38650692405706244,Low,0
M02763,DT-455,Koramangala,0.40982758535453734,Low,0
M02764,DT-455,Koramangala,0.5259137905682989,Low,0
M02765,DT-455,Koramangala,0.4390264600327942,Low,0
M02759,DT-455,Koramangala,0.421357501669659,Low,0
M02789,DT-455,Koramangala,0.42639736402549144,Low,0
M02792,DT-455,Koramangala,0.43467982800563504,Low,0
M02750,DT-455,Koramangala,0.41233202610863146,Low,0
M02758,DT-455,Koramangala,0.4854557693324302,Low,0
M02757,DT-455,Koramangala,0.4205010755285814,Low,0
M02774,DT-455,Koramangala,0.40422310283697865,Low,0
M02768,DT-455,Koramangala,0.4482550984662225,Low,0
M02796,DT-455,Koramangala,0.4994772321604144,Low,0
M02794,DT-455,Koramangala,0.39923490094157216,Low,0
M02791,DT-455,Koramangala,0.3971051472790306,Low,0
M02787,DT-455,Koramangala,0.4491565622494137,Low,0
M02798,DT-455,Koramangala,0.41998617030267466,Low,0
M02782,DT-455,Koramangala,0.41281882227140065,Low,0
M02775,DT-455,Koramangala,0.3978558972304272,Low,0
M02761,DT-455,Koramangala,0.3981322386635336,Low,0
M02754,DT-455,Koramangala,0.4130040950025172,Low,0
M02784,DT-455,Koramangala,0.40185150411212756,Low,0
M02785,DT-455,Koramangala,0.44273063886651454,Low,0
M02788,DT-455,Koramangala,0.48117989846649406,Low,0
M02790,DT-455,Koramangala,0.42887560015681275,Low,0
M02793,DT-455,Koramangala,0.38116531665906855,Low,0
M02795,DT-455,Koramangala,0.3909081098734673,Low,0
M02799,DT-455,Koramangala,0.4734113683507961,Low,0
M02783,DT-455,Koramangala,0.4133684803486869,Low,0
M02766,DT-455,Koramangala,0.4493327285156664,Low,0
M02769,DT-455,Koramangala,0.40126955537969994,Low,0
M02762,DT-455,Koramangala,0.3960175454238615,Low,0
M02767,DT-455,Koramangala,0.49662864831490944,Low,0
M02771,DT-455,Koramangala,0.5133716291850223,Low,0
M02772,DT-455,Koramangala,0.43446869823720885,Low,0
M02756,DT-455,Koramangala,0.4455734381705767,Low,0
M02753,DT-455,Koramangala,0.44505643751043805,Low,0
M02751,DT-455,Koramangala,0.47500045659283274,Low,0
M02752,DT-455,Koramangala,0.401133950475153,Low,0
M02770,DT-455,Koramangala,0.39521341610397553,Low,0
M02755,DT-455,Koramangala,0.46083486568897597,Low,0
M02777,DT-455,Koramangala,0.43372614062714626,Low,0
M02760,DT-455,Koramangala,0.40183438415282596,Low,0
M02786,DT-455,Koramangala,0.42596798426473265,Low,0
M02773,DT-455,Koramangala,0.39373928234629224,Low,0
M02776,DT-455,Koramangala,0.44359845475260995,Low,0
M02781,DT-455,Koramangala,0.43800919577231906,Low,0
H82748,DT-454,Koramangala,0.6874022377023816,Medium,1
H82728,DT-454,Koramangala,0.732346140942669,High,1
M02707,DT-454,Koramangala,0.4643301153210839,Low,0
M02719,DT-454,Koramangala,0.4102807234365359,Low,0
M02726,DT-454,Koramangala,0.3995652948996483,Low,0
M02744,DT-454,Koramangala,0.47111341076854935,Low,0
M02708,DT-454,Koramangala,0.4328247500891377,Low,0
M02700,DT-454,Koramangala,0.3880748606850178,Low,0
M02701,DT-454,Koramangala,0.4110547518641058,Low,0
M02706,DT-454,Koramangala,0.44370597031025605,Low,0
M02716,DT-454,Koramangala,0.43229797544684423,Low,0
M02725,DT-454,Koramangala,0.3901095974314697,Low,0
M02717,DT-454,Koramangala,0.4148788525408211,Low,0
M02736,DT-454,Koramangala,0.5321782667679191,Low,0
M02732,DT-454,Koramangala,0.42991774880945416,Low,0
M02721,DT-454,Koramangala,0.4633601811025987,Low,0
M02712,DT-454,Koramangala,0.402870871726803,Low,0
M02713,DT-454,Koramangala,0.38716934984618107,Low,0
M02729,DT-454,Koramangala,0.40865144854237184,Low,0
M02737,DT-454,Koramangala,0.4549069238352897,Low,0
M02745,DT-454,Koramangala,0.4111377966677099,Low,0
M02718,DT-454,Koramangala,0.4785931735109415,Low,0
M02723,DT-454,Koramangala,0.526330321892917,Low,0
M02711,DT-454,Koramangala,0.4208318407042152,Low,0
M02749,DT-454,Koramangala,0.416133637505515,Low,0
M02733,DT-454,Koramangala,0.4440786296453853,Low,0
M02740,DT-454,Koramangala,0.3820542796027889,Low,0
M02731,DT-454,Koramangala,0.49397961475681124,Low,0
M02727,DT-454,Koramangala,0.44878802618790953,Low,0
M02710,DT-454,Koramangala,0.4767408009630194,Low,0
M02743,DT-454,Koramangala,0.41599451494094014,Low,0
M02735,DT-454,Koramangala,0.4749151999285901,Low,0
M02715,DT-454,Koramangala,0.38490198493375133,Low,0
M02738,DT-454,Koramangala,0.42677524800221023,Low,0
M02739,DT-454,Koramangala,0.4194829059125973,Low,0
M02746,DT-454,Koramangala,0.39051277271695434,Low,0
M02747,DT-454,Koramangala,0.43873970948977714,Low,0
M02704,DT-454,Koramangala,0.5351767028904563,Low,0
M02720,DT-454,Koramangala,0.40440432116550545,Low,0
M02734,DT-454,Koramangala,0.4648187353244598,Low,0
M02730,DT-454,Koramangala,0.3950985756797369,Low,0
M02714,DT-454,Koramangala,0.3898163894118647,Low,0
M02709,DT-454,Koramangala,0.442603915171916,Low,0
M02742,DT-454,Koramangala,0.43111401249026554,Low,0
M02741,DT-454,Koramangala,0.4784136093857099,Low,0
M02702,DT-454,Koramangala,0.44567178367572197,Low,0
M02722,DT-454,Koramangala,0.42179441448675703,Low,0
M02705,DT-454,Koramangala,0.4178390140210308,Low,0
M02724,DT-454,Koramangala,0.4863776039586721,Low,0
M02703,DT-454,Koramangala,0.4547670636157127,Low,0
H82615,DT-452,Koramangala,0.6839454091570831,Medium,1
H82648,DT-452,Koramangala,0.7343308068343055,High,1
M02625,DT-452,Koramangala,0.46086095051383885,Low,0
M02645,DT-452,Koramangala,0.4036279212654582,Low,0
M02600,DT-452,Koramangala,0.48872592141448457,Low,0
M02641,DT-452,Koramangala,0.3931051856961743,Low,0
M02633,DT-452,Koramangala,0.4371377354385727,Low,0
M02626,DT-452,Koramangala,0.38927039105246813,Low,0
M02611,DT-452,Koramangala,0.4054140171352246,Low,0
M02618,DT-452,Koramangala,0.48125746201195185,Low,0
M02624,DT-452,Koramangala,0.4320271023717675,Low,0
M02622,DT-452,Koramangala,0.3912811717610361,Low,0
M02614,DT-452,Koramangala,0.4087662294712488,Low,0
M02635,DT-452,Koramangala,0.4039994955548081,Low,0
M02642,DT-452,Koramangala,0.47003265278479606,Low,0
M02634,DT-452,Koramangala,0.40404277540005995,Low,0
M02610,DT-452,Koramangala,0.44891337419221433,Low,0
M02621,DT-452,Koramangala,0.4088894113681085,Low,0
M02638,DT-452,Koramangala,0.4070772255670788,Low,0
M02628,DT-452,Koramangala,0.4329200110937954,Low,0
M02619,DT-452,Koramangala,0.4934250917263676,Low,0
M02606,DT-452,Koramangala,0.4516610487754742,Low,0
M02646,DT-452,Koramangala,0.4589815398261664,Low,0
M02643,DT-452,Koramangala,0.3934306604901026,Low,0
M02637,DT-452,Koramangala,0.47036880870439157,Low,0
M02616,DT-452,Koramangala,0.3947495649944097,Low,0
M02602,DT-452,Koramangala,0.4619090416958686,Low,0
M02620,DT-452,Koramangala,0.3979072356510746,Low,0
M02627,DT-452,Koramangala,0.4076763065065393,Low,0
M02644,DT-452,Koramangala,0.40837890568635593,Low,0
M02649,DT-452,Koramangala,0.4547130455077324,Low,0
M02647,DT-452,Koramangala,0.4415339899669706,Low,0
M02612,DT-452,Koramangala,0.393636763488722,Low,0
M02609,DT-452,Koramangala,0.46337161930461834,Low,0
M02607,DT-452,Koramangala,0.436819444453389,Low,0
M02623,DT-452,Koramangala,0.4557764489107038,Low,0
M02603,DT-452,Koramangala,0.46983045440079335,Low,0
M02608,DT-452,Koramangala,0.4390974081973948,Low,0
M02631,DT-452,Koramangala,0.405859949399365,Low,0
M02604,DT-452,Koramangala,0.39804497848593967,Low,0
M02605,DT-452,Koramangala,0.4016125284912641,Low,0
M02617,DT-452,Koramangala,0.4436487434322334,Low,0
M02639,DT-452,Koramangala,0.3969737490318139,Low,0
M02630,DT-452,Koramangala,0.39813208695007485,Low,0
M02636,DT-452,Koramangala,0.3930111241462425,Low,0
M02632,DT-452,Koramangala,0.3945838160184107,Low,0
M02640,DT-452,Koramangala,0.4205668115867466,Low,0
M02629,DT-452,Koramangala,0.4279171489524888,Low,0
M02613,DT-452,Koramangala,0.5401165258242664,Low,0
M02601,DT-452,Koramangala,0.4518699785855971,Low,0
H82512,DT-450,Koramangala,0.7258676511701669,High,1
H82503,DT-450,Koramangala,0.6783556171711316,Medium,1
M02538,DT-450,Koramangala,0.4381922978234308,Low,0
M02504,DT-450,Koramangala,0.39731717425055374,Low,0
M02530,DT-450,Koramangala,0.3981289994162763,Low,0
M02507,DT-450,Koramangala,0.4877344748265695,Low,0
M02542,DT-450,Koramangala,0.4001288423909538,Low,0
M02522,DT-450,Koramangala,0.40281381819511325,Low,0
M02523,DT-450,Koramangala,0.4861103814956512,Low,0
M02515,DT-450,Koramangala,0.4235397877005345,Low,0
M02526,DT-450,Koramangala,0.5091911406646566,Low,0
M02544,DT-450,Koramangala,0.4359069183016422,Low,0
M02510,DT-450,Koramangala,0.43916340680148386,Low,0
M02508,DT-450,Koramangala,0.41198700836962193,Low,0
M02521,DT-450,Koramangala,0.43482055737386793,Low,0
M02528,DT-450,Koramangala,0.4153333646887965,Low,0
M02532,DT-450,Koramangala,0.41232911550623774,Low,0
M02525,DT-450,Koramangala,0.4196375901640436,Low,0
M02502,DT-450,Koramangala,0.4213594216148542,Low,0
M02505,DT-450,Koramangala,0.46955631280140614,Low,0
M02547,DT-450,Koramangala,0.4081769259492751,Low,0
M02545,DT-450,Koramangala,0.3881327569712069,Low,0
M02531,DT-450,Koramangala,0.430464122807947,Low,0
M02536,DT-450,Koramangala,0.3792361182805517,Low,0
M02549,DT-450,Koramangala,0.39666371117505367,Low,0
M02511,DT-450,Koramangala,0.3943975056936188,Low,0
M02517,DT-450,Koramangala,0.4583436162227049,Low,0
M02541,DT-450,Koramangala,0.392393129362756,Low,0
M02539,DT-450,Koramangala,0.41504281651548225,Low,0
M02518,DT-450,Koramangala,0.4019025119611136,Low,0
M02529,DT-450,Koramangala,0.5317274159156632,Low,0
